student_number,student_id,rdm_condition,condition_assignment,initial_school_id,initial_teacher_id,initial_teacher_class,initial_section_number,final_school_id,final_teacher_id,final_teacher_class,final_section_number,courseName,movement,KEEP,student_raceEthnicityFed,student_hispanicEthnicity,FEMALE,MALE,LevelTested,ScaleScore,PerformanceLevel,EIP,EL_PARENT_DENIED,ESOL_C,ESOL_FORMER,ESOL,GIFTED,IEP,IST,LEPM1,LEPM2,LEPM3,LEPM4,SECTION504,SST,IN5,AbsentDays5,PresentDays5,UnexcusedDays5,MOBILE5,G5SCHOOL,G5SCHOOL2,G5SCHOOL3,MEMBERSHIPDAYS5,ADM5,ADA5,Absencesavg.Daily5,PercentInAttendance5,IN6,AbsentDays6,PresentDays6,UnexcusedDays6,MOBILE6,G6SCHOOL,G6SCHOOL2,G6SCHOOL3,MEMBERSHIPDAYS6,ADM6,ADA6,Absencesavg.Daily6,PercentInAttendance6,userID,xref,o_total_multimedia_tasks,o_total_multiple_choice_tasks,o_total_goal_state_tasks,o_total_canvas_tasks,o_total_line_it_up_tasks,o_total_hot_spot_tasks,o_game_best_step,o_completed_best_step,o_worlds_attempted,o_worlds_cleared,o_worlds_completed,o_avg_time_session,o_avg_problem_session,o_avg_completion_session,o_seen,o_tried,o_num_visit,o_total_autogradable,o_distinct_completed,o_percentage_completed,o_total_completed,o_total_finished,o_total_correct,o_first_completed,o_percent_first_completed,o_total_goback,o_avg_gobacks,o_percent_gobacks,o_distinct_reset,o_total_reset,o_avg_resets,o_percentage_reset,o_num_attempts,o_avg_attempts,o_percent_attempts_completed,o_use_hint,o_percentage_hint,o_clover_highest,o_avg_clover_highest,o_clover_first,o_avg_clover_first,o_clover_last,o_avg_clover_last,o_time_interaction,o_time_interaction_in_min,o_avg_time_problem_in_min,o_avg_time_per_step,o_time_first,o_avg_time_first,o_avg_time_interaction_first,o_avg_time_interaction_first_percent,o_time_last,o_avg_time_last,o_avg_time_interaction_last,o_avg_time_interaction_last_percent,o_interaction_step_first,o_percent_interaction_step_first,o_interaction_step_last,o_percent_interaction_step_last,o_user_total_step,o_user_step_first,o_avg_first_efficiency,o_avg_first_more_step,o_user_last_step,o_avg_last_efficiency,o_avg_last_more_step,o_error,o_percent_error,o_total_error,o_avg_total_error,o_first_error,o_avg_first_error,o_last_error,o_avg_last_error,o_keypad_error,o_first_keypad_error,o_last_keypad_error,o_shaking_error,o_first_shaking_error,o_last_shaking_error,o_snapping_error,o_first_snapping_error,o_last_snapping_error
132685,F7S0204-408,FH2T,FH2T,S02,F7T0204,F7T0204-3,203,S02,F7T0204,F7T0204-3,203,Mathematics,INPERSON,1,6,N,0,1,Grade 5,551,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,179,0,1,MASHBURN,,,179,1,1,0,100,1,5.46,172.54,4.74,1,LakMS,,,178,1,0.97,0.03,96.93,2994,ca054691-cf6a-0138-7828-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,466,10.00,9.00,1.00,1405387.61,21.11,21.11,146.00,143.00,207.00,252.00,143.00,0.57,190.00,143.00,143.00,101.00,0.71,35.00,N/A,0.24,50.00,183.00,1.25,0.34,395.00,2.71,0.48,60.00,0.41,381.00,2.61,277.00,1.9,381.00,2.61,12648491.50,210.81,1.44,9425.11,3816495.00,26688.78,12705.56,0.49,3586146.00,25077.94,8732.03,0.37,109.00,0.76,113.00,0.79,1342.00,0.00,0.93,0.48,558.00,0.93,0.64,75.00,0.51,446.00,3.05,152.00,1.04,114.00,0.8,70.00,23.00,13.00,251.00,95.00,68.00,125.00,34.00,33.00
127521,F7S0204-404,FH2T,FH2T,S02,F7T0204,F7T0204-3,203,S02,F7T0204,F7T0204-3,203,Mathematics,INPERSON,1,6,N,1,0,Grade 5,547,Proficient Learner,0,0,0,0,0,0,0,1,0,0,,,0,0,1,1,178,1,1,HAW CREEK,,,179,1,0.99,0.01,99.44,1,0,178,0,1,LakMS,,,178,1,1,0,100,2387,c920da01-cf6a-0138-7824-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,93,3.00,2.00,1.00,835978.93,8.2,5.86,41.00,41.00,50.00,252.00,39.00,0.15,41.00,39.00,39.00,24.00,0.62,2.00,N/A,0.05,16.00,22.00,0.54,0.39,74.00,1.8,0.55,7.00,0.17,100.00,2.44,66.00,1.61,99.00,2.41,5551855.50,92.53,2.26,30673.23,2927307.00,71397.73,25741.27,0.48,1467589.00,37630.49,16207.62,0.32,27.00,0.66,31.00,0.79,181.00,0.00,0.91,0.25,124.00,0.83,0.79,24.00,0.59,92.00,2.24,55.00,1.34,29.00,0.74,37.00,21.00,4.00,16.00,8.00,6.00,39.00,26.00,19.00
164295,F7S0204-516,FH2T,FH2T,S02,F7T0204,F7T0204-3,203,S02,F7T0204,F7T0204-3,203,Mathematics,INPERSON,1,3,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.28,174.72,2.96,1,LakMS,,,178,1,0.98,0.02,98.16,2390,cf9a69f1-cf6a-0138-7845-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,92,3.00,2.00,0.00,814844.75,11,5.5,43.00,43.00,56.00,252.00,42.00,0.17,44.00,42.00,42.00,31.00,0.74,2.00,N/A,0.05,12.00,38.00,0.88,0.28,96.00,2.23,0.46,3.00,0.07,122.00,2.84,90.00,2.09,122.00,2.84,6218762.00,103.65,2.41,43487.85,1363181.00,31701.88,11616.37,0.44,1195003.00,28452.45,9823.17,0.38,28.00,0.65,30.00,0.71,143.00,0.00,0.97,0.1,96.00,0.97,0.1,23.00,0.53,296.00,6.88,58.00,1.35,36.00,0.86,65.00,34.00,15.00,167.00,9.00,9.00,64.00,15.00,12.00
118763,F7S0204-211,FH2T,FH2T,S02,F7T0204,F7T0204-3,203,S02,F7T0204,F7T0204-3,203,Mathematics,INPERSON,1,6,N,0,1,Grade 5,534,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,4,175,4,1,HAW CREEK,,,179,1,0.98,0.02,97.77,1,7.47,170.53,1.91,1,LakMS,,,178,1,0.96,0.01,95.8,2383,c0cfa3e0-cf6a-0138-77f7-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,422,10.00,6.00,3.00,1016698.19,14.88,14.88,121.00,119.00,137.00,252.00,116.00,0.46,119.00,116.00,116.00,89.00,0.77,3.00,N/A,0.03,30.00,61.00,0.5,0.25,203.00,1.68,0.59,19.00,0.16,295.00,2.44,236.00,1.95,295.00,2.44,7833588.50,130.56,1.08,7985.31,4814433.00,40457.42,10250.07,0.4,3842087.00,33121.44,9417.7,0.35,83.00,0.7,85.00,0.73,981.00,0.00,0.92,0.54,533.00,0.9,0.96,68.00,0.56,533.00,4.4,304.00,2.51,161.00,1.39,113.00,45.00,21.00,314.00,185.00,95.00,106.00,74.00,45.00
119483,F7S0204-303,FH2T,FH2T,S02,F7T0204,F7T0204-4,207,S02,F7T0204,F7T0204-4,207,Mathematics,INPERSON,1,6,N,0,1,Grade 5,686,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,4,175,3,1,HAW CREEK,,,179,1,0.98,0.02,97.77,1,3.85,174.15,2.16,1,LakMS,,,178,1,0.98,0.01,97.84,2307,c4384a51-cf6a-0138-7809-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,158,5.00,3.00,1.00,1003709.1,15.75,12.6,64.00,64.00,69.00,252.00,63.00,0.25,63.00,63.00,63.00,56.00,0.89,0.00,N/A,0,6.00,14.00,0.22,0.09,87.00,1.36,0.72,1.00,0.02,176.00,2.75,156.00,2.44,176.00,2.75,5018547.50,83.64,1.31,22708.36,3782838.50,59106.85,32488.81,0.61,3254544.00,51659.43,31353.92,0.58,49.00,0.77,50.00,0.79,221.00,0.00,0.93,0.32,178.00,0.93,0.32,23.00,0.36,152.00,2.38,106.00,1.66,66.00,1.05,45.00,34.00,27.00,74.00,53.00,27.00,33.00,19.00,12.00
119157,F7S0204-221,FH2T,FH2T,S02,F7T0204,F7T0204-4,207,S02,F7T0204,F7T0204-4,207,Mathematics,INPERSON,1,6,N,1,0,Grade 5,592,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,1,178,1,1,HAW CREEK,,,179,1,0.99,0.01,99.44,1,1.06,176.94,0.23,1,LakMS,,,178,1,0.99,0,99.4,2306,c3112f71-cf6a-0138-7802-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,271,7.00,5.00,4.00,998567.94,17.5,17.5,99.00,99.00,149.00,252.00,98.00,0.39,140.00,98.00,98.00,69.00,0.7,39.00,N/A,0.4,34.00,80.00,0.81,0.34,238.00,2.4,0.59,3.00,0.03,275.00,2.78,188.00,1.9,274.00,2.77,7988547.00,133.14,1.34,11095.2,3513369.50,35488.58,17168.26,0.46,3411266.00,34808.84,17147.53,0.37,73.00,0.74,76.00,0.78,720.00,0.00,0.91,0.39,308.00,0.95,0.38,58.00,0.59,313.00,3.16,130.00,1.31,93.00,0.95,31.00,29.00,23.00,202.00,70.00,42.00,80.00,31.00,28.00
118959,F7S0204-215,FH2T,FH2T,S02,F7T0204,F7T0204-4,207,S02,F7T0204,F7T0204-4,207,Mathematics,INPERSON,1,6,N,1,0,Grade 5,630,Distinguished Learner,0,0,0,0,0,1,0,0,0,0,,,0,0,1,5,174,4,1,MASHBURN,,,179,1,0.97,0.02,97.21,1,1.81,176.19,1.81,1,LakMS,,,178,1,0.99,0.01,98.98,2311,c1c0baa1-cf6a-0138-77fc-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,34,2.00,1.00,0.00,748856.36,4.25,2.43,19.00,18.00,33.00,252.00,17.00,0.07,17.00,17.00,17.00,12.00,0.71,0.00,N/A,0,4.00,6.00,0.32,0.21,39.00,2.05,0.44,0.00,0.00,44.00,2.32,30.00,1.58,44.00,2.32,5241997.50,87.37,4.6,77088.2,3300737.00,183374.28,60565.83,0.46,1311904.00,77170.82,29331.71,0.45,13.00,0.72,12.00,0.71,68.00,0.00,0.85,0.58,42.00,0.87,0.47,10.00,0.53,42.00,2.21,29.00,1.53,13.00,0.76,7.00,7.00,0.00,24.00,15.00,10.00,11.00,7.00,3.00
118751,F7S0204-208,FH2T,FH2T,S02,F7T0204,F7T0204-4,207,S02,F7T0204,F7T0204-4,207,Mathematics,INPERSON,1,6,N,0,1,Grade 5,547,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,8,171,2,1,HAW CREEK,,,179,1,0.96,0.01,95.53,1,6.95,171.05,2.32,1,LakMS,,,178,1,0.96,0.01,96.1,2310,c02755f1-cf6a-0138-77f3-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,44,2.00,0.00,0.00,1187741,6.67,6.67,20.00,20.00,24.00,252.00,19.00,0.08,20.00,19.00,19.00,12.00,0.63,1.00,N/A,0.05,7.00,11.00,0.55,0.35,36.00,1.8,0.56,1.00,0.05,49.00,2.45,32.00,1.6,49.00,2.45,3563224.00,59.39,2.97,38314.24,2927700.00,146385,57770.05,0.53,1640900.00,86363.16,47013.47,0.44,14.00,0.7,13.00,0.68,93.00,0.00,0.87,1.17,64.00,0.84,1.05,11.00,0.55,61.00,3.05,28.00,1.4,41.00,2.16,18.00,14.00,9.00,34.00,11.00,25.00,9.00,3.00,7.00
137669,F7S0204-412,FH2T,FH2T,S02,F7T0204,F7T0204-4,207,S02,F7T0204,F7T0204-4,207,Mathematics,INPERSON,1,6,N,1,0,Grade 5,591,Distinguished Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,4,175,3,1,HAW CREEK,,,179,1,0.98,0.02,97.77,1,4.01,173.99,1.46,1,LakMS,,,178,1,0.98,0.01,97.75,2971,cae45bf1-cf6a-0138-782c-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,103,3.00,2.00,1.00,1081952.21,13.8,9.86,47.00,47.00,98.00,252.00,44.00,0.17,69.00,44.00,44.00,36.00,0.82,19.00,N/A,0.43,12.00,21.00,0.45,0.26,125.00,2.66,0.55,12.00,0.26,131.00,2.79,95.00,2.02,127.00,2.7,5924978.00,98.75,2.1,25429.09,2485798.00,52889.32,11670.85,0.44,1169343.00,26575.98,10122.25,0.41,36.00,0.77,36.00,0.82,233.00,0.00,0.87,0.53,109.00,0.96,0.14,31.00,0.66,167.00,3.55,93.00,1.98,44.00,1,76.00,40.00,7.00,50.00,21.00,14.00,41.00,32.00,23.00
118656,F7S0204-123,FH2T,FH2T,S02,F7T0204,F7T0204-5,208,S02,F7T0204,F7T0204-5,208,Mathematics,INPERSON,1,6,N,1,0,Grade 5,564,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,2,177,1,1,HAW CREEK,,,179,1,0.99,0.01,98.88,1,1.33,176.67,0.5,1,LakMS,,,178,1,0.99,0,99.25,2490,be57c611-cf6a-0138-77ea-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,134,4.00,4.00,1.00,712210.43,15.75,9,62.00,62.00,73.00,252.00,61.00,0.24,63.00,61.00,61.00,49.00,0.8,2.00,N/A,0.03,11.00,22.00,0.35,0.18,99.00,1.6,0.64,3.00,0.05,161.00,2.6,131.00,2.11,161.00,2.6,4385477.00,73.09,1.18,19491.01,2947493.00,47540.21,25749.66,0.54,2482916.00,40703.54,19250.75,0.46,39.00,0.63,38.00,0.62,225.00,0.00,0.88,0.43,163.00,0.87,0.48,36.00,0.58,172.00,2.77,115.00,1.85,100.00,1.64,31.00,22.00,18.00,60.00,39.00,34.00,77.00,50.00,44.00
118446,F7S0204-117,FH2T,FH2T,S02,F7T0204,F7T0204-5,208,S02,F7T0202,F7T0202-5,308,Mathematics,INPERSON,1,6,N,0,1,Grade 5,505,Developing Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,179,0,1,HAW CREEK,,,179,1,1,0,100,1,4.73,173.27,1.95,1,LakMS,,,178,1,0.97,0.01,97.34,2491,bd072a31-cf6a-0138-77e4-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,73,2.00,2.00,1.00,867754,10.67,6.4,33.00,33.00,36.00,252.00,32.00,0.13,32.00,32.00,32.00,24.00,0.75,0.00,N/A,0,8.00,18.00,0.55,0.24,54.00,1.64,0.59,7.00,0.21,76.00,2.3,58.00,1.76,76.00,2.3,4338771.50,72.31,2.19,29119.27,2901477.00,87923.55,41544.58,0.54,1475566.00,46111.44,23661.81,0.44,26.00,0.79,24.00,0.75,149.00,0.00,0.81,0.75,100.00,0.79,0.84,17.00,0.52,101.00,3.06,41.00,1.24,40.00,1.25,42.00,10.00,17.00,21.00,11.00,5.00,38.00,20.00,18.00
143735,F7S0204-414,FH2T,FH2T,S02,F7T0204,F7T0204-5,208,S02,F7T0204,F7T0204-5,208,Mathematics,INPERSON,1,6,N,1,0,Grade 5,542,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,5,174,0,1,MASHBURN,,,179,1,0.97,0,97.21,1,4.24,173.76,3.41,1,LakMS,,,178,1,0.98,0.02,97.62,2480,cb55e271-cf6a-0138-782e-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,266,7.00,6.00,4.00,1257433.56,27.43,24,105.00,105.00,214.00,252.00,103.00,0.41,192.00,103.00,103.00,76.00,0.74,62.00,N/A,0.6,41.00,114.00,1.09,0.39,337.00,3.21,0.57,26.00,0.25,282.00,2.69,205.00,1.95,273.00,2.6,9565016.00,159.42,1.52,9170.68,3249390.50,30946.58,11737.75,0.48,2387993.00,23184.4,10226.41,0.41,81.00,0.77,85.00,0.83,1043.00,0.00,0.91,0.39,326.00,0.9,0.58,57.00,0.54,480.00,4.57,150.00,1.43,98.00,0.95,98.00,43.00,23.00,235.00,65.00,44.00,146.00,41.00,31.00
118714,F7S0204-202,FH2T,FH2T,S02,F7T0204,F7T0204-5,208,S02,F7T0204,F7T0204-5,208,Mathematics,INPERSON,1,6,N,1,0,Grade 5,547,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,4,175,1,1,HAW CREEK,,,179,1,0.98,0.01,97.77,1,2.61,175.39,2.16,1,LakMS,,,178,1,0.99,0.01,98.53,2487,bed58191-cf6a-0138-77ec-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,109,3.00,3.00,1.00,1103114.1,12,12,49.00,48.00,68.00,252.00,47.00,0.19,60.00,47.00,47.00,31.00,0.66,13.00,N/A,0.28,18.00,41.00,0.84,0.37,111.00,2.27,0.54,6.00,0.12,131.00,2.67,87.00,1.78,129.00,2.63,5515571.00,91.93,1.88,24623.08,2748309.00,57256.44,25954.77,0.5,2561875.00,54507.98,26805.21,0.37,38.00,0.79,34.00,0.72,224.00,0.00,0.93,0.26,124.00,0.92,0.32,25.00,0.51,143.00,2.92,50.00,1.02,59.00,1.26,69.00,20.00,27.00,36.00,13.00,8.00,38.00,17.00,24.00
118527,F7S0204-118,FH2T,FH2T,S02,F7T0204,F7T0204-5,208,S02,F7T0204,F7T0204-5,208,Mathematics,INPERSON,1,1,Y,1,0,Grade 5,470,Beginning Learner,1,0,0,0,1,0,0,0,0,0,,,0,1,1,4,175,2,1,MASHBURN,,,179,1,0.98,0.01,97.77,1,6.47,171.53,0.88,1,LakMS,,,178,1,0.96,0,96.37,3201,bd428581-cf6a-0138-77e5-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,22,1.00,0.00,0.00,745724.6,2.75,2.2,11.00,11.00,21.00,252.00,10.00,0.04,11.00,10.00,10.00,4.00,0.4,1.00,N/A,0.1,5.00,38.00,3.45,0.45,58.00,5.27,0.19,5.00,0.45,26.00,2.36,9.00,0.82,26.00,2.36,3728625.00,62.14,5.65,49060.86,1141876.50,103806.95,43683.36,0.53,697358.00,69735.8,24135.8,0.37,6.00,0.55,6.00,0.6,76.00,0.00,0.75,0.75,27.00,0.86,0.5,8.00,0.73,115.00,10.45,24.00,2.18,18.00,1.8,25.00,3.00,0.00,38.00,8.00,4.00,51.00,13.00,14.00
155428,F7S0204-506,FH2T,FH2T,S02,F7T0204,F7T0204-5,208,S02,F7T0204,F7T0204-5,208,Mathematics,INPERSON,1,3,N,1,0,Grade 5,559,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,3,176,0,1,HAW CREEK,,,179,1,0.98,0,98.32,1,1.83,176.17,1.29,1,LakMS,,,178,1,0.99,0.01,98.97,2475,cd5eaac1-cf6a-0138-783a-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,267,7.00,6.00,4.00,1408271.72,27.29,21.22,105.00,105.00,217.00,252.00,103.00,0.41,191.00,103.00,103.00,89.00,0.86,45.00,N/A,0.44,24.00,38.00,0.36,0.23,264.00,2.51,0.72,23.00,0.22,301.00,2.87,254.00,2.42,298.00,2.84,12674448.50,211.24,2.01,18721.49,4072237.00,38783.21,22993.9,0.54,3847181.00,37351.27,24280.73,0.52,86.00,0.82,86.00,0.83,677.00,0.00,0.95,0.24,282.00,0.97,0.15,42.00,0.40,410.00,3.9,120.00,1.14,52.00,0.5,246.00,67.00,14.00,89.00,30.00,20.00,73.00,23.00,18.00
113573,F7S0204-108,FH2T,FH2T,S02,F7T0204,F7T0204-5,208,S02,F7T0204,F7T0204-5,208,Mathematics,INPERSON,1,1,Y,1,0,Grade 5,505,Developing Learner,0,0,1,0,0,0,1,0,0,0,,,0,0,1,2,177,1,1,DAVES CREEK,,,179,1,0.99,0.01,98.88,1,1.58,176.42,0,1,LakMS,,,178,1,0.99,0,99.11,1685,bb09faa1-cf6a-0138-77da-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,265,7.00,5.00,5.00,1429362.7,25.75,20.6,111.00,111.00,125.00,252.00,100.00,0.40,103.00,100.00,100.00,73.00,0.73,3.00,N/A,0.03,29.00,78.00,0.7,0.26,208.00,1.87,0.5,14.00,0.13,285.00,2.57,208.00,1.87,285.00,2.57,7146815.50,119.11,1.07,11852.1,3072704.50,27682.02,11761.4,0.49,2279934.00,22799.34,6878.54,0.38,95.00,0.86,87.00,0.87,603.00,0.00,0.96,0.22,287.00,0.96,0.22,39.00,0.35,346.00,3.12,134.00,1.21,58.00,0.58,177.00,86.00,17.00,123.00,29.00,19.00,45.00,19.00,22.00
119070,F7S0204-220,FH2T,FH2T,S02,F7T0204,F7T0204-5,208,S02,F7T0204,F7T0204-5,208,Mathematics,INPERSON,1,6,N,0,1,Grade 5,531,Proficient Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,7,172,2,1,MASHBURN,,,179,1,0.96,0.01,96.09,1,5.02,172.98,4.72,1,LakMS,,,178,1,0.97,0.03,97.18,2482,c2dadd31-cf6a-0138-7801-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,73,2.00,2.00,1.00,1086204.17,12.17,12.17,33.00,32.00,82.00,252.00,32.00,0.13,73.00,32.00,32.00,21.00,0.66,22.00,N/A,0.69,15.00,28.00,0.85,0.45,112.00,3.39,0.65,2.00,0.06,93.00,2.82,57.00,1.73,85.00,2.58,6217227.50,103.62,3.14,23729.88,1934119.00,60441.22,33104.44,0.5,1722536.00,53829.25,30556.44,0.49,20.00,0.63,27.00,0.84,262.00,0.00,0.9,0.33,87.00,0.89,0.44,18.00,0.55,97.00,2.94,60.00,1.82,7.00,0.22,33.00,31.00,1.00,25.00,12.00,1.00,39.00,17.00,5.00
128661,F7S0204-405,FH2T,FH2T,S02,F7T0204,F7T0204-5,208,S02,F7T0204,F7T0204-5,208,Mathematics,INPERSON,1,1,Y,1,0,Grade 5,458,Beginning Learner,1,0,0,0,1,0,0,1,0,0,,,0,0,1,2,177,1,1,MASHBURN,,,179,1,0.99,0.01,98.88,1,1.4,176.6,0.83,1,LakMS,,,178,1,0.99,0,99.21,2483,c95caa81-cf6a-0138-7825-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,232,7.00,6.00,2.00,1471650.06,37,32.38,98.00,98.00,297.00,252.00,94.00,0.37,259.00,94.00,94.00,63.00,0.67,68.00,N/A,0.72,46.00,161.00,1.64,0.47,469.00,4.79,0.55,38.00,0.39,261.00,2.66,157.00,1.6,257.00,2.62,10873206.00,181.22,1.85,9076.13,2842922.00,29009.41,9000.06,0.41,1802690.00,19177.55,6610.55,0.38,71.00,0.72,72.00,0.77,1198.00,0.00,0.84,0.86,271.00,0.92,0.41,77.00,0.79,600.00,6.12,182.00,1.86,86.00,0.91,151.00,77.00,3.00,302.00,72.00,55.00,145.00,33.00,28.00
110697,F7S0403-102,FH2T-Resource,FH2T,S04,F7T0403,F7T0403-1,12,S04,F7T0403,F7T0403-1,12,Mathematics,INPERSON,1,6,N,1,0,Grade 5,454,Beginning Learner,0,0,0,0,0,0,1,0,0,0,,,0,0,1,7,172,2,1,CHESTATEE,,,179,1,0.96,0.01,96.09,1,3.97,174.03,2.31,1,LMMS,,,178,1,0.98,0.01,97.77,2405,46b9ee40-cf6b-0138-7b78-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,200,6.00,5.00,1.00,1549478.75,14.83,14.83,91.00,89.00,103.00,252.00,87.00,0.35,89.00,87.00,87.00,60.00,0.69,2.00,N/A,0.02,28.00,80.00,0.88,0.31,182.00,2,0.49,7.00,0.08,248.00,2.73,173.00,1.9,248.00,2.73,9296875.00,154.95,1.7,24791.67,3512575.50,39467.14,14107.04,0.45,2955624.00,33972.69,11617.34,0.35,61.00,0.69,62.00,0.71,375.00,0.00,0.97,0.12,216.00,0.95,0.18,49.00,0.54,473.00,5.2,157.00,1.73,123.00,1.41,306.00,74.00,74.00,59.00,35.00,15.00,108.00,48.00,34.00
112549,F7S0403-103,FH2T-Resource,FH2T,S04,F7T0403,F7T0403-2,17,S04,F7T0403,F7T0403-2,17,Mathematics,INPERSON,1,1,Y,0,1,Grade 5,450,Beginning Learner,0,0,0,0,1,0,1,0,0,0,,,0,0,1,10,169,10,1,CHATTAHOOCHEE,,,179,1,0.94,0.06,94.41,1,3.52,174.48,3.52,1,LMMS,,,178,1,0.98,0.02,98.02,2467,46f1a180-cf6b-0138-7b7a-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,24,1.00,0.00,0.00,1304439.4,17.5,14,12.00,11.00,88.00,252.00,11.00,0.04,70.00,11.00,11.00,5.00,0.45,8.00,N/A,0.73,9.00,45.00,3.75,0.75,132.00,11,0.53,2.00,0.17,31.00,2.58,13.00,1.08,30.00,2.5,6522198.50,108.70,9.06,25279.84,369053.00,33550.27,13287.18,0.46,381263.00,34660.27,8859.45,0.49,9.00,0.82,11.00,1,258.00,0.00,0.83,0.4,28.00,0.92,0.36,11.00,0.92,203.00,16.92,24.00,2,16.00,1.45,100.00,2.00,13.00,46.00,12.00,1.00,57.00,10.00,2.00
156502,F7S0403-206,FH2T-Resource,FH2T,S04,F7T0403,F7T0403-2,17,S04,F7T0403,F7T0403-2,17,Mathematics,INPERSON,1,4,N,0,1,Grade 5,455,Beginning Learner,0,0,0,0,0,0,0,0,0,0,,,0,0,1,2,177,1,1,CHESTATEE,,,179,1,0.99,0.01,98.88,1,4.02,173.98,1.92,1,LMMS,,,178,1,0.98,0.01,97.74,2466,48e31e00-cf6b-0138-7b8a-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,174,5.00,4.00,1.00,964604.29,15.33,13.14,79.00,79.00,105.00,252.00,76.00,0.30,92.00,76.00,76.00,51.00,0.67,15.00,N/A,0.2,29.00,76.00,0.96,0.37,182.00,2.3,0.51,16.00,0.20,196.00,2.48,137.00,1.73,194.00,2.46,6752232.00,112.54,1.42,16509.12,2807797.50,35541.74,14044.86,0.45,2588549.00,34059.86,11697.16,0.34,57.00,0.72,62.00,0.82,409.00,0.00,0.88,0.47,226.00,0.84,0.68,42.00,0.53,277.00,3.51,166.00,2.1,118.00,1.55,93.00,59.00,32.00,119.00,66.00,55.00,64.00,40.00,31.00
98291,F7S0403-101,FH2T-Resource,FH2T,S04,F7T0403,F7T0403-2,17,S04,F7T0403,F7T0403-2,17,Mathematics,INPERSON,1,6,N,1,0,Grade 5,491,Developing Learner,0,0,0,0,0,0,1,0,0,0,,,0,0,1,6,173,4,1,CHATTAHOOCHEE,,,179,1,0.97,0.02,96.65,1,5.38,172.62,1.15,1,LMMS,,,178,1,0.97,0.01,96.98,2412,467b3601-cf6b-0138-7b76-0cfcc1c8a682,0.00,0.00,252.00,0.00,0.00,0.00,974.00,66,2.00,1.00,0.00,1270371.67,4.5,4.5,28.00,27.00,37.00,252.00,27.00,0.11,27.00,27.00,27.00,7.00,0.26,0.00,N/A,0,20.00,59.00,2.11,0.71,96.00,3.43,0.28,8.00,0.29,70.00,2.5,17.00,0.61,70.00,2.5,7622232.50,127.04,4.54,45917.06,2153730.00,79767.78,24115.48,0.47,2228115.00,82522.78,15640.37,0.17,20.00,0.74,17.00,0.63,166.00,0.00,0.81,0.71,81.00,0.87,0.56,20.00,0.71,99.00,3.54,40.00,1.43,58.00,2.15,56.00,25.00,39.00,19.00,7.00,9.00,24.00,8.00,10.00
